insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','25Q1',16,2.57,19.1,3.59,0.71,24.6,22.4,0.98,1.53,0.49,47.8,9.56,1.85,1,-0.3,-22.8,9.71,-3.48,1.17,-0.34,13.3,-4.87,8.14,-2.52);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2014',52.1,-19.5,-27.2,7.88,-4.68,-37.2,15.1,-2.43,1.45,-5.58,-79.4,2.79,-7.04,4.37,-2.3,-34.5,8.5,-0.88,5.25,-2.83,19.5,-11.2,5.1,-5.06);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2013',71.5,12.8,21.8,12.6,2.22,21.5,17.6,-0.04,7.03,1.83,35.3,9.82,0.98,6.67,2.54,61.4,9.39,2.37,8.08,2.99,30.6,9.02,10.2,0.15);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2012',58.8,18.4,45.4,10.3,2.96,40.1,17.6,-0.67,5.2,2.9,126,8.84,3.16,4.13,2.28,123,7.01,2.5,5.09,2.77,21.6,10.7,10,4);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2011',40.4,-9.74,-19.4,7.39,-2.32,-23.9,18.3,-1.08,2.3,-2.16,-48.5,5.68,-3.21,1.86,-1.56,-45.6,4.51,-2.17,2.32,-2.71,10.9,-12.6,6.01,-5.9);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2010',50.1,19.4,63.2,9.71,1.67,20.8,19.4,-6.79,4.46,0.95,27,8.89,-2.54,3.41,0.68,24.9,6.68,-2.18,5.03,0.85,23.5,-0.62,11.9,0.04);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2009',30.7,4.21,15.9,8.03,2.78,53,26.2,6.35,3.51,1.95,125,11.4,5.54,2.73,1.56,134,8.86,4.6,4.18,2.38,24.1,11.3,11.9,6.01);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2008',26.5,1.03,4.02,5.25,-0.75,-12.5,19.8,-3.75,1.56,-1.17,-42.8,5.89,-4.82,1.17,-0.61,-34.1,4.26,-2.64,1.8,-1.98,12.8,-11.8,5.85,-4.66);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2007',25.5,3.91,18.1,6,1.71,39.7,23.6,3.65,2.73,1.41,107,10.7,4.61,1.77,0.65,58.2,6.89,1.45,3.78,0.82,24.6,4.44,10.5,1.79);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2006',21.6,3.9,22.1,4.3,1.27,42.1,19.9,2.8,1.32,0.69,110,6.1,2.56,1.12,0.44,64.3,5.44,1.82,2.96,1.15,20.2,7.25,8.72,3.13);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2005',17.7,0.32,1.86,3.02,0.21,7.63,17.1,0.92,0.63,0.2,47.3,3.54,1.09,0.68,0.21,45.1,3.62,0.75,1.81,0.54,12.9,1.13,5.59,0.6);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2004',17.4,1.49,9.37,2.81,0.39,16,16.2,0.93,0.42,0.35,435,2.45,1.95,0.47,0.66,346,2.87,4.08,1.27,1.78,11.8,16.7,4.99,7.02);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2003',15.9,-1.25,-7.29,2.42,0.45,22.8,15.3,3.74,0.08,-0.15,-64.9,0.5,-0.82,-0.19,-0.23,-600,-1.21,-1.43,-0.51,-0.61,-4.93,-5.9,-2.03,-2.43);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2002',17.1,-1.42,-7.66,1.97,-0.49,-19.9,11.5,-1.76,0.23,-0.59,-72.2,1.32,-3.07,0.04,-0.53,-93.3,0.22,-2.84,0.1,-1.71,0.97,-14.7,0.4,-6.15);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2001',18.5,2.85,18.2,2.46,0.37,17.8,13.3,-0.04,0.81,0.17,26.5,4.39,0.29,0.57,0.03,6.23,3.06,-0.34,1.81,-0.54,15.7,-4.16,6.55,-2.67);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','2000',15.7,6.34,67.8,2.09,1.26,153,13.3,4.49,0.64,0.5,346,4.1,2.56,0.53,0.39,262,3.4,1.83,2.35,1.36,19.8,12.6,9.22,5.8);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','1999',9.35,null,null,0.83,null,null,8.84,null,0.14,null,null,1.54,null,0.15,0.22,305,1.58,null,0.99,1.64,7.19,null,3.43,null);
insert into stocks_year_add (stock_no, year, op_income_amt, op_income_iod, op_income_iod_pct, op_gp_amt, op_gp_iod, op_gp_iod_pct, gp_margin_pct, gp_margin_iod, op_profit_amt, op_profit_iod, op_profit_iod_pct, profit_margin_pct, profit_margin_iod, net_profit_at_amt, net_profit_at_iod, net_profit_at_iod_pct, net_profit_pct, net_profit_pct_iod, eps, eps_iod, roe, roe_iod, roa, roa_iod) values ('6143','1998',null,null,null,null,null,null,null,null,null,null,null,null,null,-0.07,null,null,null,null,-0.65,null,null,null,null,null);
